Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
perkASWrenchingRank35Desc,progression,Perk,,,"17.8% bonus block damage, 17.8% higher harvest count, 9.2% less stamina usage, 5.8% higher player experience, 4.1% faster attacks.",
perkASWrenchingRank40Desc,progression,Perk,,,"20.3% bonus block damage, 20.3% higher harvest count, 10.5% less stamina usage, 6.5% higher player experience, 4.5% faster attacks.",
perkASWrenchingRank45Desc,progression,Perk,,,"22.8% bonus block damage, 22.8% higher harvest count, 11.7% less stamina usage, 7.2% higher player experience, 5% faster attacks.",
perkASWrenchingRank50Desc,progression,Perk,,,"25.3% bonus block damage, 25.3% higher harvest count, 12.9% less stamina usage, 7.9% higher player experience, 5.5% faster attacks.",
perkASWrenchingRank55Desc,progression,Perk,,,"27.7% bonus block damage, 27.7% higher harvest count, 14.1% less stamina usage, 8.6% higher player experience, 5.9% faster attacks.",
perkASWrenchingRank60Desc,progression,Perk,,,"30.2% bonus block damage, 30.2% higher harvest count, 15.3% less stamina usage, 9.3% higher player experience, 6.4% faster attacks.",
perkASWrenchingRank65Desc,progression,Perk,,,"32.7% bonus block damage, 32.7% higher harvest count, 16.5% less stamina usage, 10.1% higher player experience, 6.8% faster attacks.",
perkASWrenchingRank70Desc,progression,Perk,,,"35.2% bonus block damage, 35.2% higher harvest count, 17.7% less stamina usage, 10.8% higher player experience, 7.3% faster attacks.",
perkASWrenchingRank75Desc,progression,Perk,,,"37.6% bonus block damage, 37.6% higher harvest count, 18.9% less stamina usage, 11.5% higher player experience, 7.7% faster attacks.",
perkASWrenchingRank80Desc,progression,Perk,,,"40.1% bonus block damage, 40.1% higher harvest count, 20.2% less stamina usage, 12.2% higher player experience, 8.2% faster attacks.",
perkASWrenchingRank85Desc,progression,Perk,,,"42.6% bonus block damage, 42.6% higher harvest count, 21.4% less stamina usage, 12.9% higher player experience, 8.6% faster attacks.",
perkASWrenchingRank90Desc,progression,Perk,,,"45.1% bonus block damage, 45.1% higher harvest count, 22.6% less stamina usage, 13.6% higher player experience, 9.1% faster attacks.",
perkASWrenchingRank95Desc,progression,Perk,,,"47.5% bonus block damage, 47.5% higher harvest count, 23.8% less stamina usage, 14.3% higher player experience, 9.5% faster attacks.",
perkASWrenchingRank100Desc,progression,Perk,,,"50% bonus block damage, 50% higher harvest count, 25% less stamina usage, 15% higher player experience, 10% faster attacks.",

perkASPowerToolsName,progression,Perk,,,Action Skills: Power Tools,
perkASPowerToolsDesc,progression,Perk,,,"Using power tools such as augers and chainsaws will grant you experience in this skill which will level up over time.  Higher levels will grant higher block damage, higher harvest counts, higher player experience gain, faster tool firing, better tool handling and faster reloading.",
perkASPowerToolsRank1Desc,progression,Perk,,,"1% bonus block damage, 1% higher harvest count, 1% higher player experience, 1% faster tool firing, 1% better tool handling, 1% faster reloading.",
perkASPowerToolsRank5Desc,progression,Perk,,,"3% bonus block damage, 3% higher harvest count, 1.6% higher player experience, 1.4% faster tool firing, 1.4% better tool handling, 1.8% faster reloading.",
perkASPowerToolsRank10Desc,progression,Perk,,,"5.5% bonus block damage, 5.5% higher harvest count, 2.3% higher player experience, 1.8% faster tool firing, 1.8% better tool handling, 2.7% faster reloading.",
perkASPowerToolsRank15Desc,progression,Perk,,,"7.9% bonus block damage, 7.9% higher harvest count, 3% higher player experience, 2.3% faster tool firing, 2.3% better tool handling, 3.7% faster reloading.",
perkASPowerToolsRank20Desc,progression,Perk,,,"10.4% bonus block damage, 10.4% higher harvest count, 3.7% higher player experience, 2.7% faster tool firing, 2.7% better tool handling, 4.6% faster reloading.",
perkASPowerToolsRank25Desc,progression,Perk,,,"12.9% bonus block damage, 12.9% higher harvest count, 4.4% higher player experience, 3.2% faster tool firing, 3.2% better tool handling, 5.6% faster reloading.",
perkASPowerToolsRank30Desc,progression,Perk,,,"15.4% bonus block damage, 15.4% higher harvest count, 5.1% higher player experience, 3.6% faster tool firing, 3.6% better tool handling, 6.6% faster reloading.",
perkASPowerToolsRank35Desc,progression,Perk,,,"17.8% bonus block damage, 17.8% higher harvest count, 5.8% higher player experience, 4.1% faster tool firing, 4.1% better tool handling, 7.5% faster reloading.",
perkASPowerToolsRank40Desc,progression,Perk,,,"20.3% bonus block damage, 20.3% higher harvest count, 6.5% higher player experience, 4.5% faster tool firing, 4.5% better tool handling, 8.5% faster reloading.",
perkASPowerToolsRank45Desc,progression,Perk,,,"22.8% bonus block damage, 22.8% higher harvest count, 7.2% higher player experience, 5.0% faster tool firing, 5.0% better tool handling, 9.4% faster reloading.",
perkASPowerToolsRank50Desc,progression,Perk,,,"25.3% bonus block damage, 25.3% higher harvest count, 7.9% higher player experience, 5.5% faster tool firing, 5.5% better tool handling, 10.4% faster reloading.",
perkASPowerToolsRank55Desc,progression,Perk,,,"27.7% bonus block damage, 27.7% higher harvest count, 8.6% higher player experience, 5.9% faster tool firing, 5.9% better tool handling, 11.4% faster reloading.",
perkASPowerToolsRank60Desc,progression,Perk,,,"30.2% bonus block damage, 30.2% higher harvest count, 9.3% higher player experience, 6.4% faster tool firing, 6.4% better tool handling, 12.3% faster reloading.",
perkASPowerToolsRank65Desc,progression,Perk,,,"32.7% bonus block damage, 32.7% higher harvest count, 10.1% higher player experience, 6.8% faster tool firing, 6.8% better tool handling, 13.3% faster reloading.",
perkASPowerToolsRank70Desc,progression,Perk,,,"35.2% bonus block damage, 35.2% higher harvest count, 10.8% higher player experience, 7.3% faster tool firing, 7.3% better tool handling, 14.2% faster reloading.",
perkASPowerToolsRank75Desc,progression,Perk,,,"37.6% bonus block damage, 37.6% higher harvest count, 11.5% higher player experience, 7.7% faster tool firing, 7.7% better tool handling, 15.2% faster reloading.",
perkASPowerToolsRank80Desc,progression,Perk,,,"40.1% bonus block damage, 40.1% higher harvest count, 12.2% higher player experience, 8.2% faster tool firing, 8.2% better tool handling, 16.2% faster reloading.",
perkASPowerToolsRank85Desc,progression,Perk,,,"42.6% bonus block damage, 42.6% higher harvest count, 12.9% higher player experience, 8.6% faster tool firing, 8.6% better tool handling, 17.1% faster reloading.",
perkASPowerToolsRank90Desc,progression,Perk,,,"45.1% bonus block damage, 45.1% higher harvest count, 13.6% higher player experience, 9.1% faster tool firing, 9.1% better tool handling, 18.1% faster reloading.",
perkASPowerToolsRank95Desc,progression,Perk,,,"47.5% bonus block damage, 47.5% higher harvest count, 14.3% higher player experience, 9.5% faster tool firing, 9.5% better tool handling, 19.0% faster reloading.",
perkASPowerToolsRank100Desc,progression,Perk,,,"50% bonus block damage, 50% higher harvest count, 15% higher player experience, 10% faster tool firing, 10% better tool handling, 20% faster reloading.",

perkASConstructionName,progression,Perk,,,Action Skills: Construction,
perkASConstructionDesc,progression,Perk,,,"Using upgrading tools such as claw hammers, nailguns, etc will grant you experience in this skill which will level up over time.  Higher levels will grant higher block damage, less stamina usage, higher player experience gain, faster tool usage and farther reach.",
perkASConstructionRank1Desc,progression,Perk,,,"1% bonus block damage, 1% less stamina usage, 1% higher player experience, 1% faster tool usage.",
perkASConstructionRank5Desc,progression,Perk,,,"3% bonus block damage, 2% less stamina usage, 1.6% higher player experience, 1.4% faster tool usage.",
perkASConstructionRank10Desc,progression,Perk,,,"5.5% bonus block damage, 3.2% less stamina usage, 2.3% higher player experience, 1.8% faster tool usage.",
perkASConstructionRank15Desc,progression,Perk,,,"7.9% bonus block damage, 4.4% less stamina usage, 3% higher player experience, 2.3% faster tool usage.",
perkASConstructionRank20Desc,progression,Perk,,,"10.4% bonus block damage, 5.6% less stamina usage, 3.7% higher player experience, 2.7% faster tool usage.",
perkASConstructionRank25Desc,progression,Perk,,,"12.9% bonus block damage, 6.8% less stamina usage, 4.4% higher player experience, 3.2% faster tool usage.",
perkASConstructionRank30Desc,progression,Perk,,,"15.4% bonus block damage, 8.0% less stamina usage, 5.1% higher player experience, 3.6% faster tool usage.",
perkASConstructionRank35Desc,progression,Perk,,,"17.8% bonus block damage, 9.2% less stamina usage, 5.8% higher player experience, 4.1% faster tool usage.",
perkASConstructionRank40Desc,progression,Perk,,,"20.3% bonus block damage, 10.5% less stamina usage, 6.5% higher player experience, 4.5% faster tool usage.",
perkASConstructionRank45Desc,progression,Perk,,,"22.8% bonus block damage, 11.7% less stamina usage, 7.2% higher player experience, 5.0% faster tool usage.",
perkASConstructionRank50Desc,progression,Perk,,,"25.3% bonus block damage, 12.9% less stamina usage, 7.9% higher player experience, 5.5% faster tool usage, 1 block farther reach.",
perkASConstructionRank55Desc,progression,Perk,,,"27.7% bonus block damage, 14.1% less stamina usage, 8.6% higher player experience, 5.9% faster tool usage, 1 block farther reach.",
perkASConstructionRank60Desc,progression,Perk,,,"30.2% bonus block damage, 15.3% less stamina usage, 9.3% higher player experience, 6.4% faster tool usage, 1 block farther reach.",
perkASConstructionRank65Desc,progression,Perk,,,"32.7% bonus block damage, 16.5% less stamina usage, 10.1% higher player experience, 6.8% faster tool usage, 1 block farther reach.",
perkASConstructionRank70Desc,progression,Perk,,,"35.2% bonus block damage, 17.7% less stamina usage, 10.8% higher player experience, 7.3% faster tool usage, 1 block farther reach.",
perkASConstructionRank75Desc,progression,Perk,,,"37.6% bonus block damage, 18.9% less stamina usage, 11.5% higher player experience, 7.7% faster tool usage, 1 block farther reach.",
perkASConstructionRank80Desc,progression,Perk,,,"40.1% bonus block damage, 20.2% less stamina usage, 12.2% higher player experience, 8.2% faster tool usage, 1 block farther reach.",
perkASConstructionRank85Desc,progression,Perk,,,"42.6% bonus block damage, 21.4% less stamina usage, 12.9% higher player experience, 8.6% faster tool usage, 1 block farther reach.",
perkASConstructionRank90Desc,progression,Perk,,,"45.1% bonus block damage, 22.6% less stamina usage, 13.6% higher player experience, 9.1% faster tool usage, 1 block farther reach.",
perkASConstructionRank95Desc,progression,Perk,,,"47.5% bonus block damage, 23.8% less stamina usage, 14.3% higher player experience, 9.5% faster tool usage, 1 block farther reach.",
perkASConstructionRank100Desc,progression,Perk,,,"50% bonus block damage, 25% less stamina usage, 15% higher player experience, 10% faster tool usage, 2 block farther reach.",

perkASPistolsName,progression,Perk,,,Action Skills: Handguns,
perkASPistolsDesc,progression,Perk,,,"Using any handgun will grant you experience in this skill which will level up over time.  Higher levels will grant higher entity damage, faster reloading, less spread, less weapon kick, better weapon handling and more player experience gain.",
perkASPistolsRank1Desc,progression,Perk,,,"1% bonus entity damage, 1% faster reloading, 1% less spread, 1% less weapon kick, 1% better weapon handling and 1% bonus player experience.",
perkASPistolsRank5Desc,progression,Perk,,,"3% bonus entity damage, 3% faster reloading, 2% less spread, 2% less weapon kick, 3% better weapon handling and 1.6% bonus player experience.",
perkASPistolsRank10Desc,progression,Perk,,,"5.5% bonus entity damage, 5.5% faster reloading, 3.2% less spread, 3.2% less weapon kick, 5.5% better weapon handling and 2.3% bonus player experience.",
perkASPistolsRank15Desc,progression,Perk,,,"7.9% bonus entity damage, 7.9% faster reloading, 4.4% less spread, 4.4% less weapon kick, 7.9% better weapon handling and 3% bonus player experience.",
perkASPistolsRank20Desc,progression,Perk,,,"10.4% bonus entity damage, 10.4% faster reloading, 5.6% less spread, 5.6% less weapon kick, 10.4% better weapon handling and 3.7% bonus player experience.",
perkASPistolsRank25Desc,progression,Perk,,,"12.9% bonus entity damage, 12.9% faster reloading, 6.8% less spread, 6.8% less weapon kick, 12.9% better weapon handling and 4.4% bonus player experience.",
perkASPistolsRank30Desc,progression,Perk,,,"15.4% bonus entity damage, 15.4% faster reloading, 8% less spread, 8% less weapon kick, 15.4% better weapon handling and 5.1% bonus player experience.",
perkASPistolsRank35Desc,progression,Perk,,,"17.8% bonus entity damage, 17.8% faster reloading, 9.2% less spread, 9.2% less weapon kick, 17.8% better weapon handling and 5.8% bonus player experience.",
perkASPistolsRank40Desc,progression,Perk,,,"20.3% bonus entity damage, 20.3% faster reloading, 10.5% less spread, 10.5% less weapon kick, 20.3% better weapon handling and 6.5% bonus player experience.",
perkASPistolsRank45Desc,progression,Perk,,,"22.8% bonus entity damage, 22.8% faster reloading, 11.7% less spread, 11.7% less weapon kick, 22.8% better weapon handling and 7.2% bonus player experience.",
perkASPistolsRank50Desc,progression,Perk,,,"25.3% bonus entity damage, 25.3% faster reloading, 12.9% less spread, 12.9% less weapon kick, 25.3% better weapon handling and 7.9% bonus player experience.",
perkASPistolsRank55Desc,progression,Perk,,,"27.7% bonus entity damage, 27.7% faster reloading, 14.1% less spread, 14.1% less weapon kick, 27.7% better weapon handling and 8.6% bonus player experience.",
